fecha,cliente_id,producto_id,precio,costo,canal,region,descuento,ingreso,ganancia,nombre,apellido,nombre_completo,email,nombre_producto,categoria,margen_pct,ticket_cliente,mes,anio,segmento_cliente
2024-01-01 10:00:00,1012,P003,786.4378586408772,565.0602030724608,Marketplace,Sur,0.044438300903884,751.4898964363875,186.42969336392676,Felipe,Dávila,Felipe Dávila,rojeda@example.net,Tablet Pro,Electrónica,0.24808010626355473,4775.680998313412,1,2024,Alto
2024-01-01 11:00:00,1209,P007,1028.0798625778866,661.4965065106037,Marketplace,Norte,0.1366053560534847,887.6386468990169,226.1421403884132,Carmen,Pérez,Carmen Pérez,barelamartin@example.com,Silla Pro,Hogar,0.2547682451394441,3824.2357993223686,1,2024,Alto
2024-01-01 12:00:00,1740,P011,901.9996586430004,587.7140624758549,Web,Occidente,0.0299318784999734,875.0011144534807,287.28705197762577,Antonia,Matías,Antonia Matías,dulce-mariasoliz@example.org,Playera Pro,Ropa,0.32832764122484936,1978.1670402416732,1,2024,Bajo
2024-01-01 13:00:00,1396,P011,673.9593260108489,509.0834097423635,Web,Occidente,0.2335591102680347,516.5499854709107,7.466575728547184,Javier,Correa,Javier Correa,elena10@example.net,Playera Pro,Ropa,0.014454701265242145,1579.3494829419778,1,2024,Bajo
2024-01-01 14:00:00,1099,P008,801.6247855510829,564.5671504242797,Marketplace,Norte,0.0729387921426462,743.155241941379,178.58809151709931,Marco Antonio,Ruelas,Marco Antonio Ruelas,ordonezivan@example.net,Mesa Pro,Hogar,0.24031061269320436,2641.5021323334713,1,2024,Medio
2024-01-01 15:00:00,1030,P005,365.0870987744708,280.8151381339281,Marketplace,Norte,0.2195849550108446,284.91946461503886,4.104326481110775,Elvira,Marrero,Elvira Marrero,cnino@example.net,Smartwatch Pro,Electrónica,0.014405216178039023,1332.6162301522058,1,2024,Bajo
2024-01-01 16:00:00,1897,P004,732.0146184624613,561.636771071377,Marketplace,Occidente,0.0707691098125942,680.2105955440671,118.57382447269016,Cristina,Sanabria,Cristina Sanabria,mirelessocorro@example.org,Audífonos Pro,Electrónica,0.17431928471777006,2857.1940280803437,1,2024,Medio
2024-01-01 17:00:00,1527,P008,612.6113429624071,485.76833282477975,Marketplace,Norte,0.2015131200466798,489.1621198660658,3.393787041286032,Samuel,Saucedo,Samuel Saucedo,julio-cesarlucero@example.net,Mesa Pro,Hogar,0.006937959632310168,7252.492779684781,1,2024,Alto
2024-01-01 18:00:00,1648,P008,203.34613741382597,144.38885257793456,Marketplace,CDMX,0.0523453333614431,192.7019160631374,48.31306348520283,Abril,Garrido,Abril Garrido,sandra44@example.com,Mesa Pro,Hogar,0.25071397561700115,4096.328294116716,1,2024,Alto
2024-01-01 19:00:00,1328,P003,328.92591807041634,214.02897512427884,Marketplace,Occidente,0.0731973575383611,304.8494100417824,90.82043491750356,Indira,Montaño,Indira Montaño,wcedillo@example.com,Tablet Pro,Electrónica,0.2979190115705187,854.7402510776271,1,2024,Bajo
2024-01-01 20:00:00,1165,P006,385.447468329824,211.9550613046778,Web,Norte,0.0481188413509084,366.9001827521518,154.945121447474,Evelio,Vázquez,Evelio Vázquez,xgonzalez@example.com,Cafetera Pro,Hogar,0.42230865159351105,4063.434266906017,1,2024,Alto
2024-01-01 21:00:00,1458,P005,1112.9560021104417,791.9952593447055,App móvil,Occidente,0.0660649694624139,1039.428597818005,247.4333384732996,Tania,Salas,Tania Salas,irmaocampo@example.com,Smartwatch Pro,Electrónica,0.23804746087679132,4790.634172464606,1,2024,Alto
2024-01-01 22:00:00,1821,P002,314.9446352937729,185.02156894631065,Marketplace,Occidente,0.2087164388333288,249.2105125855951,64.18894363928445,Gonzalo,Esquivel,Gonzalo Esquivel,zamudionayeli@example.net,Smartphone Pro,Electrónica,0.2575691650136059,5953.167672316671,1,2024,Alto
2024-01-01 23:00:00,1951,P008,382.6304882426184,223.79455395286487,Marketplace,Sur,0.1597581243866743,321.50215910782026,97.7076051549554,Pablo,Galarza,Pablo Galarza,patriciosolorzano@example.com,Mesa Pro,Hogar,0.30390963913305413,1401.382954338635,1,2024,Bajo
2024-01-02 00:00:00,1981,P012,474.7572496028472,271.31727960956243,Marketplace,CDMX,0.101469917209306,426.5836707911285,155.266391181566,Alfredo,Valdez,Alfredo Valdez,wsevilla@example.net,Pantalón Pro,Ropa,0.3639764055984935,3043.281456957945,1,2024,Medio
2024-01-02 01:00:00,1992,P014,813.304149419195,620.1741948572567,App móvil,CDMX,0.242880256770539,615.7686287757161,-4.405566081540542,Amelia,Perea,Amelia Perea,horacio74@example.net,Tenis Pro,Ropa,-0.007154580268728173,3336.2754959491604,1,2024,Medio
2024-01-02 02:00:00,1099,P006,185.9741513429616,141.41276108175407,Marketplace,Sur,0.1162153817823934,164.36109434298268,22.94833326122861,Marco Antonio,Ruelas,Marco Antonio Ruelas,ordonezivan@example.net,Cafetera Pro,Hogar,0.1396214435840934,2641.5021323334713,1,2024,Medio
2024-01-02 03:00:00,1620,P002,1147.0369943678425,790.6424299695288,Marketplace,Sur,0.2424399928147128,868.9493536950929,78.30692372556405,Yeni,Calderón,Yeni Calderón,montanezpatricia@example.com,Smartphone Pro,Electrónica,0.09011678689048348,3497.332106592557,1,2024,Medio
2024-01-02 04:00:00,1854,P012,1045.4069031089791,671.0407264437578,App móvil,Occidente,0.049146730727715,994.028571540988,322.9878450972301,Ana María,Galván,Ana María Galván,martin17@example.net,Pantalón Pro,Ropa,0.32492813018092603,6961.461813855089,1,2024,Alto
2024-01-02 05:00:00,1172,P005,713.7984839602927,500.8255267800404,Marketplace,CDMX,0.2261596067787373,552.366099508574,51.54057272853368,Micaela,Toro,Micaela Toro,barrientoseugenio@example.net,Smartwatch Pro,Electrónica,0.09330871821132398,2318.4400606187246,1,2024,Bajo
2024-01-02 06:00:00,1748,P001,825.1435475387003,562.8872126061068,App móvil,Sur,0.0034555510243736,822.2922219077476,259.4050093016408,Elisa,Mayorga,Elisa Mayorga,calderadaniela@example.net,Laptop Pro,Electrónica,0.31546572178417526,3550.9156330820742,1,2024,Medio
2024-01-02 07:00:00,1161,P012,69.15954193084839,43.20536801912751,App móvil,Norte,0.1363258005914393,59.73131200858826,16.525943989460757,Celia,Barrios,Celia Barrios,linda58@example.com,Pantalón Pro,Ropa,0.27667137107392903,1738.2846823023215,1,2024,Bajo
2024-01-02 08:00:00,1904,P010,439.786491650716,269.98020402550554,Marketplace,Occidente,0.1057630985730037,393.2733095831859,123.29310555768036,Cynthia,Barrientos,Cynthia Barrientos,maria-del-carmenlucero@example.com,Aspiradora Pro,Hogar,0.3135048897377593,2068.795889663269,1,2024,Bajo
2024-01-02 09:00:00,1727,P006,965.0092652606584,593.3246488451211,Web,CDMX,0.1312719613679948,838.3306062716041,245.00595742648292,Ana,Badillo,Ana Badillo,gabrielacruz@example.com,Cafetera Pro,Hogar,0.2922545778402672,4929.0348607439255,1,2024,Alto
2024-01-02 10:00:00,1775,P013,139.10541986124375,94.13820475071311,Web,Occidente,0.1383612079869247,119.85862593171372,25.720421181000603,Susana,Angulo,Susana Angulo,nvillanueva@example.org,Sudadera Pro,Ropa,0.21458965494610402,3757.462018918717,1,2024,Medio
2024-01-02 11:00:00,1262,P012,374.6609093423282,260.1273716463808,Marketplace,Occidente,0.0972578385169277,338.2221991229068,78.094827476526,Olivia,Cabán,Olivia Cabán,xsauceda@example.org,Pantalón Pro,Ropa,0.2308979945108425,2291.7752281204557,1,2024,Bajo
2024-01-02 12:00:00,1803,P009,723.091352584458,459.5408429627358,App móvil,Norte,0.2495494617215237,542.6442947715179,83.10345180878215,Catalina,Zavala,Catalina Zavala,pradooctavio@example.com,Lámpara Pro,Hogar,0.1531453525071578,3901.9152860300983,1,2024,Alto
2024-01-02 13:00:00,1273,P001,344.8749818537831,272.660724821133,App móvil,Norte,0.2441267975751564,260.68175697002886,-11.97896785110413,Benjamín,Sevilla,Benjamín Sevilla,linaresarmando@example.org,Laptop Pro,Electrónica,-0.04595245939086324,4157.245678979758,1,2024,Alto
2024-01-02 14:00:00,1002,P011,1124.074670266197,590.3119894788344,App móvil,Sur,0.2404363441761488,853.8062659663827,263.4942764875483,Alta  Gracia,Cabán,Alta  Gracia Cabán,eugeniasantiago@example.net,Playera Pro,Ropa,0.3086113173335776,1509.2780175362716,1,2024,Bajo
2024-01-02 15:00:00,1027,P011,200.7174254249339,121.25622837771368,Marketplace,Norte,0.2447712618441469,151.58756792956436,30.33133955185069,Raquel,Berríos,Raquel Berríos,ruelasangela@example.net,Playera Pro,Ropa,0.20009120778258177,1301.039228692361,1,2024,Bajo
2024-01-02 16:00:00,1325,P015,967.0035115939454,605.0757628576991,Web,CDMX,0.1982530996923496,775.2920680070588,170.21630514935964,Hermelinda,Rosas,Hermelinda Rosas,leticialuevano@example.com,Chaqueta Pro,Ropa,0.21955120163542016,3091.9369294716475,1,2024,Medio
2024-01-02 17:00:00,1939,P010,634.1409956923694,320.2896531241782,App móvil,Sur,0.2471476197565829,477.4145580169308,157.12490489275262,Laura,Cordero,Laura Cordero,ivanborrego@example.com,Aspiradora Pro,Hogar,0.32911628322649605,4039.873425579808,1,2024,Alto
2024-01-02 18:00:00,1148,P012,912.8803921929494,556.3888742801363,App móvil,CDMX,0.2230900563187854,709.2258540863095,152.8369798061732,Norma,Quintanilla,Norma Quintanilla,dolores96@example.net,Pantalón Pro,Ropa,0.21549831964751476,2503.764883883759,1,2024,Bajo
2024-01-02 19:00:00,1539,P012,407.3226275581645,237.1077865745532,Marketplace,CDMX,0.1039831592581052,364.967933907354,127.86014733280078,Citlali,Alba,Citlali Alba,miriammontenegro@example.net,Pantalón Pro,Ropa,0.35033255103791583,5722.431700490949,1,2024,Alto
2024-01-02 20:00:00,1487,P015,641.6630426588446,418.2429531843919,Web,Sur,0.1961942770958519,515.7724258652678,97.52947268087593,René,Olivera,René Olivera,fescamilla@example.net,Chaqueta Pro,Ropa,0.18909400307172097,2011.6299445268996,1,2024,Bajo
2024-01-02 21:00:00,1821,P014,1035.3606521816528,622.1721991505633,Web,Norte,0.2280169612814064,799.280862440857,177.10866329029375,Gonzalo,Esquivel,Gonzalo Esquivel,zamudionayeli@example.net,Tenis Pro,Ropa,0.22158501674797568,5953.167672316671,1,2024,Alto
2024-01-02 22:00:00,1437,P014,586.9098139915701,421.31593351941376,Marketplace,Occidente,0.1781515183967731,482.3509394670042,61.03500594759044,Rodrigo,Colón,Rodrigo Colón,tbermudez@example.org,Tenis Pro,Ropa,0.12653651305216462,5161.880495375274,1,2024,Alto
2024-01-02 23:00:00,1064,P015,463.6778411968101,302.77224018642124,Web,Norte,0.1056955851414009,414.6691404544116,111.89690026799036,Homero,Nava,Homero Nava,munizenrique@example.net,Chaqueta Pro,Ropa,0.26984622039963985,3749.7066576411657,1,2024,Medio
2024-01-03 00:00:00,1355,P014,666.5786941906465,359.2383691430838,Marketplace,CDMX,0.0164475605041063,655.6151007871977,296.3767316441139,Elisa,Gurule,Elisa Gurule,porfirio43@example.com,Tenis Pro,Ropa,0.4520590378230368,1938.2280990112515,1,2024,Bajo
2024-01-03 01:00:00,1532,P003,874.967165991822,634.3672923279069,App móvil,CDMX,0.2024242342651469,697.8526074087818,63.4853150808749,Ángel,Alcaraz,Ángel Alcaraz,esmeralda00@example.com,Tablet Pro,Electrónica,0.09097238357624571,914.3094743907004,1,2024,Bajo
2024-01-03 02:00:00,1251,P012,560.0978473232781,296.7222909880908,Marketplace,Sur,0.2381857182816175,426.6905392505953,129.96824826250452,María Cristina,Archuleta,María Cristina Archuleta,negretegonzalo@example.org,Pantalón Pro,Ropa,0.30459603929998125,2360.248385543163,1,2024,Bajo
2024-01-03 03:00:00,1234,P007,1129.708521413614,849.2185592260831,App móvil,CDMX,0.0906158150574815,1027.3390629683367,178.12050374225362,Homero,Armenta,Homero Armenta,leonardozamudio@example.org,Silla Pro,Hogar,0.17338044484320694,3122.3849864254353,1,2024,Medio
2024-01-03 04:00:00,1226,P004,389.18769764869336,303.3432666009397,Marketplace,Sur,0.0379765127472349,374.40770608787074,71.06443948693101,Georgina,Mares,Georgina Mares,jeronimo02@example.org,Audífonos Pro,Electrónica,0.18980495949047776,1511.8057551673128,1,2024,Bajo
2024-01-03 05:00:00,1524,P009,596.7831470944885,356.1205480599381,App móvil,Sur,0.0816259598676389,548.0701498800705,191.94960182013244,Benito,Cintrón,Benito Cintrón,villalpandojuan-carlos@example.com,Lámpara Pro,Hogar,0.3502281630593002,2802.9681339304816,1,2024,Medio
2024-01-03 06:00:00,1312,P003,920.4668082426576,715.9784702064229,App móvil,Norte,0.1456555895445615,786.3956726318725,70.41720242544955,Carlos,Fernández,Carlos Fernández,evasalcido@example.org,Tablet Pro,Electrónica,0.08954423946634972,2577.8015024864235,1,2024,Bajo
2024-01-03 07:00:00,1048,P005,842.4892540701219,621.6748827702613,Marketplace,CDMX,0.079232250820559,775.7369341780122,154.06205140775091,Eduardo,Barrientos,Eduardo Barrientos,gollumkarina@example.org,Smartwatch Pro,Electrónica,0.1986008975723174,2444.829455214948,1,2024,Bajo
2024-01-03 08:00:00,1117,P003,1043.1872102797297,810.2755146515751,App móvil,Norte,0.1526546825490884,883.9397978552084,73.66428320363332,Federico,Rivera,Federico Rivera,bmiramontes@example.com,Tablet Pro,Electrónica,0.08333631247554679,5011.4911193739745,1,2024,Alto
2024-01-03 09:00:00,1053,P007,1196.3305577832753,837.2890762526948,Web,Occidente,0.2417130580611576,907.1618402094692,69.87276395677452,Benito,Benavides,Benito Benavides,natividadjaimes@example.org,Silla Pro,Hogar,0.07702348231561468,3557.562041345512,1,2024,Medio
2024-01-03 10:00:00,1649,P005,540.887078114353,308.68058384449137,Marketplace,Norte,0.1676836233269206,450.1891730454272,141.50858920093577,José Manuél,Montes,José Manuél Montes,nhernadez@example.com,Smartwatch Pro,Electrónica,0.31433139149851697,4801.700087351419,1,2024,Alto
2024-01-03 11:00:00,1564,P009,177.82351175080862,136.63193487446722,Web,CDMX,0.0906648415714054,161.7011712302506,25.06923635578337,Carla,Tello,Carla Tello,emilio74@example.com,Lámpara Pro,Hogar,0.15503435234916524,1679.8259725178498,1,2024,Bajo
2024-01-03 12:00:00,1043,P007,84.97826292916318,47.18668929203152,App móvil,Occidente,0.2339382428678837,65.09859741754971,17.911908125518195,Karla,Bahena,Karla Bahena,juanacevedo@example.com,Silla Pro,Hogar,0.27515044618594786,3840.5997302517035,1,2024,Alto
2024-01-03 13:00:00,1814,P002,885.9084420607373,499.5798632753328,App móvil,CDMX,0.1414088171752859,760.6331771433281,261.0533138679953,Citlali,Casanova,Citlali Casanova,mariselacuellar@example.org,Smartphone Pro,Electrónica,0.343205268600589,951.5892041099214,1,2024,Bajo
2024-01-03 14:00:00,1052,P004,1055.1157220050231,613.3587077677487,App móvil,Occidente,0.0320930996331416,1021.2537880142218,407.895080246473,Ignacio,Beltrán,Ignacio Beltrán,reynososilvia@example.net,Audífonos Pro,Electrónica,0.3994061858410387,2271.590582522468,1,2024,Bajo
2024-01-03 15:00:00,1585,P009,303.81947383608144,179.64052319976753,Marketplace,CDMX,0.1247452512984403,265.91943722303955,86.27891402327202,Fabiola,Jáquez,Fabiola Jáquez,gaonarene@example.com,Lámpara Pro,Hogar,0.32445508656407734,2965.2520174790534,1,2024,Medio
2024-01-03 16:00:00,1557,P012,232.21524276839187,151.94862588325174,App móvil,Norte,0.1634091112275124,194.26915633412796,42.32053045087619,Claudia,Lemus,Claudia Lemus,armasesther@example.net,Pantalón Pro,Ropa,0.21784482544459166,3951.6054446710905,1,2024,Alto
2024-01-03 17:00:00,1524,P014,121.53585525454464,86.78112277367276,Web,CDMX,0.2095635914541846,96.06636493694631,9.285242163273551,Benito,Cintrón,Benito Cintrón,villalpandojuan-carlos@example.com,Tenis Pro,Ropa,0.09665445517135962,2802.9681339304816,1,2024,Medio
2024-01-03 18:00:00,1676,P002,996.1083599747874,774.8352916666457,Web,Sur,0.2341191966769118,762.900270934334,-11.935020732311727,Darío,Castañeda,Darío Castañeda,uriel06@example.net,Smartphone Pro,Electrónica,-0.01564427381536351,1961.9311724743675,1,2024,Bajo
2024-01-03 19:00:00,1101,P010,408.089230876472,214.8717435371308,Marketplace,Sur,0.0793540334290963,375.7057044074462,160.83396087031542,Aldonza,Orta,Aldonza Orta,botellotrinidad@example.com,Aspiradora Pro,Hogar,0.42808495847562067,3255.385019435511,1,2024,Medio
2024-01-03 20:00:00,1791,P009,511.95142667374296,402.5529403068082,Web,Norte,0.0388780910197592,492.0477325098256,89.49479220301737,Camila,Rosario,Camila Rosario,nroque@example.net,Lámpara Pro,Hogar,0.1818823384197391,4351.631350787769,1,2024,Alto
2024-01-03 21:00:00,1769,P010,628.1627203510542,487.70358257555887,Marketplace,Norte,0.0184571605484706,616.5686201709708,128.86503759541193,Victoria,Malave,Victoria Malave,raulvalverde@example.com,Aspiradora Pro,Hogar,0.20900356161440461,1817.3259472396762,1,2024,Bajo
2024-01-03 22:00:00,1981,P005,1015.3712193409832,524.1344078141152,Marketplace,Occidente,0.1845886506770707,827.9452160264992,303.810808212384,Alfredo,Valdez,Alfredo Valdez,wsevilla@example.net,Smartwatch Pro,Electrónica,0.3669455446224358,3043.281456957945,1,2024,Medio
2024-01-03 23:00:00,1848,P002,798.4582047957076,485.53951302319945,App móvil,Norte,0.198789563178858,639.7330470477938,154.19353402459433,Enrique,Perea,Enrique Perea,jose64@example.com,Smartphone Pro,Electrónica,0.24102793303575373,7911.293406294519,1,2024,Alto
2024-01-04 00:00:00,1867,P004,757.324324336483,563.4061427623781,Web,Sur,0.1023432817320417,679.8172676483861,116.411124886008,Cristal,Bravo,Cristal Bravo,omares@example.org,Audífonos Pro,Electrónica,0.17123884671052217,3794.9541078780358,1,2024,Medio
2024-01-04 01:00:00,1397,P012,252.02291494929733,172.25084858655072,Web,Norte,0.0989813517934072,227.07734614470095,54.826497558150265,Lourdes,Alemán,Lourdes Alemán,emilianobarrera@example.org,Pantalón Pro,Ropa,0.2414441532323223,1490.575248077662,1,2024,Bajo
2024-01-04 02:00:00,1137,P015,640.1683754663043,469.7095789542556,Web,Sur,0.2385592579136579,487.4502828752708,17.74070392101521,Virginia,Bonilla,Virginia Bonilla,eveliodelgadillo@example.net,Chaqueta Pro,Ropa,0.03639489922207045,1392.0717925662207,1,2024,Bajo
2024-01-04 03:00:00,1674,P012,872.6881697554535,624.5916514042367,App móvil,Norte,0.2291703312700818,672.6939327971147,48.10228139287801,Jorge,Escobedo,Jorge Escobedo,karinaalmaraz@example.org,Pantalón Pro,Ropa,0.07150693509731076,4489.7366338923775,1,2024,Alto
2024-01-04 04:00:00,1920,P007,1169.2500154850654,758.8795464824689,Marketplace,Sur,0.0583164754792608,1101.0634756279053,342.1839291454364,Reynaldo,Muñiz,Reynaldo Muñiz,gponce@example.org,Silla Pro,Hogar,0.31077584237393635,6454.423591645966,1,2024,Alto
2024-01-04 05:00:00,1386,P012,281.61725559535506,144.29094169225377,Web,Occidente,0.1952019119374518,226.64502886856368,82.35408717630992,María Elena,Centeno,María Elena Centeno,kreyes@example.org,Pantalón Pro,Ropa,0.363361541999974,5499.605246005305,1,2024,Alto
2024-01-04 06:00:00,1110,P013,60.97485602731064,41.1751288643209,Web,CDMX,0.155675099058235,51.48258927519744,10.307460410876535,Elvia,Benítez,Elvia Benítez,benjaminmadera@example.net,Sudadera Pro,Ropa,0.20021254866919289,4062.9518146382115,1,2024,Alto
2024-01-04 07:00:00,1613,P008,136.5966486382402,70.2885369321629,Web,CDMX,0.0385556847799099,131.33007131135207,61.04153437918917,Abelardo,Ponce,Abelardo Ponce,lozanovirginia@example.net,Mesa Pro,Hogar,0.46479480114249194,1702.8478260253023,1,2024,Bajo
2024-01-04 08:00:00,1016,P015,482.2303349592761,328.4557686458872,Web,Sur,0.0891927617716401,439.2188795741952,110.76311092830798,Claudio,Jaimes,Claudio Jaimes,fernandovalentin@example.net,Chaqueta Pro,Ropa,0.25218203515224186,2705.8940403168745,1,2024,Medio
2024-01-04 09:00:00,1779,P003,993.6263449078853,735.405968371191,App móvil,Norte,0.0443682353268706,949.5408974100338,214.13492903884287,Daniel,Serrano,Daniel Serrano,mariselacrespo@example.org,Tablet Pro,Electrónica,0.2255141717675531,3405.1329333378017,1,2024,Medio
2024-01-04 10:00:00,1181,P014,58.213394033481805,39.32300356879701,Marketplace,Norte,0.0737890097054596,53.91788533615747,14.594881767360455,Rodrigo,Luna,Rodrigo Luna,dhenriquez@example.com,Tenis Pro,Ropa,0.2706872065988295,3954.839451895845,1,2024,Alto
2024-01-04 11:00:00,1883,P001,575.2401818187163,459.6781921493469,Web,CDMX,0.1538252939433379,486.7536917624332,27.07549961308632,Amador,Téllez,Amador Téllez,escamillabenjamin@example.com,Laptop Pro,Electrónica,0.05562464152054318,4483.874557959626,1,2024,Alto
2024-01-04 12:00:00,1535,P004,428.6152076426037,272.92499821094486,Web,Sur,0.0938163677608599,388.4040856945079,115.47908748356303,Arcelia,Segura,Arcelia Segura,cristalteran@example.com,Audífonos Pro,Electrónica,0.2973168711062195,2764.905881253396,1,2024,Medio
2024-01-04 13:00:00,1540,P002,110.35396661468673,79.96780758295785,Marketplace,Norte,0.0985148799589643,99.4824588406453,19.514651257687447,Noemí,Huerta,Noemí Huerta,jose-emiliocastro@example.net,Smartphone Pro,Electrónica,0.1961617302699237,2888.3554867956805,1,2024,Medio
2024-01-04 14:00:00,1170,P008,567.7717296735099,397.5333182507926,App móvil,CDMX,0.1349118231542974,491.1726104877878,93.63929223699516,Mariano,Jaimes,Mariano Jaimes,sofia61@example.com,Mesa Pro,Hogar,0.1906443686752019,6813.934447584347,1,2024,Alto
2024-01-04 15:00:00,1408,P004,342.96101343722665,273.4872320257771,App móvil,Sur,0.0218060347104306,335.48239367389,61.99516164811291,Porfirio,Tamayo,Porfirio Tamayo,juliaguerra@example.com,Audífonos Pro,Electrónica,0.18479408403284528,2689.769334526584,1,2024,Medio
2024-01-04 16:00:00,1739,P002,454.6675594990574,324.6170430775547,App móvil,Occidente,0.1846993224623537,370.6907693139696,46.07372623641493,Socorro,Madera,Socorro Madera,jvega@example.com,Smartphone Pro,Electrónica,0.1242915390682177,3128.795180463763,1,2024,Medio
2024-01-04 17:00:00,1377,P014,861.457600501937,473.1204563504435,App móvil,Norte,0.100427383353335,774.9436678136849,301.8232114632414,Eugenio,Bañuelos,Eugenio Bañuelos,riverohomero@example.org,Tenis Pro,Ropa,0.3894776149533065,3148.5204706391423,1,2024,Medio
2024-01-04 18:00:00,1187,P006,649.7836314976122,511.1557453196253,Web,Norte,0.12009927205058,571.7450903643667,60.58934504474138,Aldo,Venegas,Aldo Venegas,cesar14@example.com,Cafetera Pro,Hogar,0.10597265471248468,5001.252229834146,1,2024,Alto
2024-01-04 19:00:00,1857,P006,193.34454334173532,135.4055965412176,Marketplace,Sur,0.2435749322136579,146.25065930339153,10.84506276217394,Samuel,Farías,Samuel Farías,gloriamota@example.com,Cafetera Pro,Hogar,0.07415394100669497,5333.948411355733,1,2024,Alto
2024-01-04 20:00:00,1229,P010,1155.626721487185,598.385214281284,Marketplace,CDMX,0.0860917220795635,1056.1368269531931,457.75161267190913,Jacinto,Cotto,Jacinto Cotto,hugo59@example.net,Aspiradora Pro,Hogar,0.4334207471890346,2472.548759785126,1,2024,Bajo
2024-01-04 21:00:00,1832,P004,781.2973805661991,544.775608738961,Marketplace,Sur,0.1620547339934813,654.68444138874,109.908832649779,Mauricio,Carrión,Mauricio Carrión,angel63@example.net,Audífonos Pro,Electrónica,0.16788062416243843,3720.768540354621,1,2024,Medio
2024-01-04 22:00:00,1851,P006,930.7486895119112,711.9630138894806,App móvil,CDMX,0.0981260793239526,839.4179697742005,127.45495588471988,Conchita,Rojas,Conchita Rojas,del-vallelucia@example.com,Cafetera Pro,Hogar,0.15183729735855508,2512.9968914804344,1,2024,Bajo
2024-01-04 23:00:00,1118,P013,141.09512250962644,94.97289891801287,App móvil,Sur,0.2235706796709195,109.55039007189758,14.577491153884694,Irma,Echeverría,Irma Echeverría,wgalindo@example.com,Sudadera Pro,Ropa,0.13306653809555158,727.1295833812992,1,2024,Bajo
2024-01-05 00:00:00,1155,P015,104.11713637902172,63.11642146966011,Marketplace,Occidente,0.2116890667487598,82.07667694639326,18.960255476733156,Emilia,Jaramillo,Emilia Jaramillo,gracielaquezada@example.net,Chaqueta Pro,Ropa,0.23100661700907638,3087.1721242432204,1,2024,Medio
2024-01-05 01:00:00,1783,P002,72.36525792329334,54.004230182017615,Web,Norte,0.060406067940596,67.99395723664013,13.989727054622511,Mariano,Rentería,Mariano Rentería,arenasvioleta@example.com,Smartphone Pro,Electrónica,0.20574956397866223,2685.845448393246,1,2024,Medio
